journal_abbrev,oldest_PMID,newest_PMID,random_PMID,FindIt_coverage
Roman Linguist 2008 (2008),27227170,27227170,27227170,False
Mol Biol (Los Angel),27857867,27857867,27274952,False
Res Number Theory,38751821,38751821,33195992,False
Int J Coal Sci Technol,37928133,37928133,30294491,False
Math Methods Oper Res (Heidelb),35401044,35401044,27069412,False
Oxf Rev Educ,32939103,32939103,32939103,False
J Elect Public Opin Parties,31231432,31231432,28824703,False
SDRP J Biomed Eng,28239689,28239689,28239689,False
J Obes Weight Loss Medicat,31579301,31579301,27182560,False
Can J Sch Psychol,38406319,38406319,37188169,False
Comput Lang Syst Struct,27239163,27239163,27239163,False
Husserl Stud,27069289,27069289,27069289,False
Triple Helix (Heidelb),30931242,30931242,27069846,False
Environ Innov Soc Transit,37250374,37250374,35106274,False
Earth Sci Rev,36970305,36970305,36970305,False
Int J Earth Sci,38500652,38500652,28316505,False
Energy Procedia,26949426,26949426,32288887,False
New Media Soc,38774557,38774557,30581365,False
Genet Program Evolvable Mach,36035775,36035775,31105467,False
Int J Psychoanal Self Psychol,27122998,27122998,27122998,False
J Appl Res Med Aromat Plants,36568438,36568438,36568438,False
Contemp Probl Ecol,36533088,36533088,34956551,False
Aquat Mamm,30792564,30792564,30792564,False
Vis Dev Rehabil,33283044,33283044,26942226,False
J Neurol Res Ther,27747309,27747309,27747309,False
Rom J Ophthalmol,38617730,38617730,36589324,False
Recent Adv Cardiovasc Drug Discov,26767546,26767546,26567722,False
Nat Rev Dis Primers,38902312,38902312,37105965,False
Health Care Curr Rev,38525410,38525410,26985456,False
J Amat Sport,28782003,28782003,28782003,False
Chemosensors (Basel),38463943,38463943,35855953,False
Energy Res Soc Sci,38680547,38680547,28920015,False
Build Serv Eng Res Technol,38440356,38440356,33239834,False
Build Simul,37359832,37359832,32218901,False
Afr J Environ Sci Tech,27239261,27239261,27239261,False
Phys Rev B,38881566,38881566,34409242,False
J Thyroid Disord Ther,27213120,27213120,27213120,False
J Supercond Nov Magn,38343881,38343881,33841054,False
Orthop Tech (Engl Ed),27088136,27088136,27088136,False
Insights Neurosurg,27135057,27135057,27135057,False
NPJ Syst Biol Appl,38914538,38914538,38491038,False
J Econ Sci Assoc,31894200,31894200,31998601,False
Eur Heart J Qual Care Clin Outcomes,38877669,38877669,37491693,False
Int Agrophys,27099408,27099408,27099408,False
Concurr Eng Res Appl,38603290,38603290,27141209,False
Ser Biomech,27087777,27087777,27087777,False
J Surf Eng Mater Adv Technol,27042384,27042384,27042384,False
Thymos (Harriman),34422152,34422152,34422152,False
Inflamm Intest Dis,38860189,38860189,35083283,False
Hum Pathol (N Y),34660202,34660202,31592429,False
BMC Zool,38902830,38902830,37170391,False
J Clin Epigenet,29376147,29376147,29376147,False
Opera Med Physiol,28795171,28795171,27308639,False
HSOA J Psychiatry Depress Anxiety,26998529,26998529,30556061,False
Matern Pediatr Nutr,27213185,27213185,27213185,False
JFMS Open Rep,38912121,38912121,36798076,False
Arts Psychother,37006325,37006325,35582328,False
J Am Med Technol,12332617,12332617,12332617,False
Jpn Econ Rev (Oxf),36213493,36213493,36213493,False
SSM Popul Health,38894962,38894962,38562403,False
IZA J Labor Policy,27158580,27158580,27158580,False
Walailak J Sci Technol,27152114,27152114,27152114,False
SM Trop Med J,27014746,27014746,27014746,False
J Diabetes Res Clin Metab,27099715,27099715,27099715,False
Acta Geol Slovaca,27499675,27499675,27499675,False
Correct Compend,27065512,27065512,27065512,False
BAOJ Obes Weight Loss Manag,27747313,27747313,27747313,False
AVA Res Rev,27456397,27456397,27456397,False
Open Access Maced J Med Sci,38173466,38173466,32215070,False
Multimed Model,27430036,27430036,27430036,False
Adv Stat,27034974,27034974,27034974,False
J Tuberc Res,36051907,36051907,35911866,False
NPJ Aging Mech Dis,34876577,34876577,30181898,False
Rev Bras Reumatol Engl Ed,29173704,29173704,28535891,False
Pomeranian J Life Sci,29537793,29537793,29537764,False
Int J Reprod Biomed,38868450,38868450,37727393,False
IMA J Appl Math,36691452,36691452,36691452,False
Migrat Lett,28936225,28936225,27398085,False
J Neurosci Rehabil,27441209,27441209,27441209,False
Annu Rev Condens Matter Phys,33343823,33343823,27429713,False
Neurosci Conscious,38912291,38912291,38720814,False
J Empir Finance,35993089,35993089,27212801,False
Probab Eng Inf Sci,29520124,29520124,29520124,False
J Immunobiol,36282999,36282999,36282999,False
Int J Softw Tools Technol Transf,36817285,36817285,31258390,False
Rare Cancers Ther,27182482,27182482,27182477,False
Clin Lact (Amarillo),34733582,34733582,34733582,False
J Reliab Intell Environ,37359293,37359293,34549021,False
Int J Comput Support Collab Learn,37125265,37125265,32214914,False
Coloproctology,37362611,37362611,35875054,False
Int J Res Ayurveda Pharm,27390721,27390721,27390720,False
Water Hist,37649726,37649726,37649726,False
J Dent Sleep Med,36304172,36304172,36304172,False
Proc Inst Mech Eng B J Eng Manuf,36124085,36124085,34531641,False
Opt Quantum Electron,37324174,37324174,35308634,False
Mineral Petrol,37396844,37396844,27069307,False
Proc Int Conf Web Search Data Min,35647617,35647617,35647617,False
Cont Philos Rev,36398115,36398115,30996652,False
OA Minim Invasive Surg,27066261,27066261,27066261,False
Clin Cancer Drugs,35178342,35178342,29046866,False
Phys Rev A (Coll Park),38617901,38617901,35528197,False
Discov Subtleties Sugars (2013),27110600,27110600,27110600,False
J Intensive Crit Care,29780973,29780973,27135058,False
J Kidney,27104220,27104220,27066594,False
IET Biom,34221363,34221363,34221363,False
J Compassionate Health Care,27499883,27499883,27499883,False
Nat Hazards Rev,32855625,32855625,27499707,False
Evid Based Med Public Health,27066590,27066590,27066590,False
J Primatol,26924854,26924854,26924854,False
Pharmacy (Basel),38804473,38804473,38392932,False
Parergon,27170826,27170826,27170826,False
Mhealth,38689618,38689618,37492122,False
Curr Protoc Essent Lab Tech,33381282,33381282,35765515,False
J Strain Anal Eng Des,29805194,29805194,29805194,False
J Pet Explor Prod Technol,36644438,36644438,35789649,False
Energy Technol (Weinh),35866062,35866062,31032169,False
Dyn Games Appl,38098859,38098859,35601872,False
J Biol Nat,29607420,29607420,29607420,False
Appl Inform (Berl),27195202,27195202,27195202,False
Open J Polit Sci,27471657,27471657,27471657,False
Low Carbon Econ,27478682,27478682,27478682,False
Am J Clim Change,37229182,37229182,37229182,False
Phys Disabil,27547816,27547816,27547816,False
Cancer Transl Med,31453369,31453369,28748218,False
Proc ACM SIGCOMM Conf,28286885,28286885,28286885,False
Adv Ment Health Intellect Disabil,27066217,27066217,27066217,False
Kona,32153313,32153313,32153313,False
Adv Planar Lipid Bilayers Liposomes,27087801,27087801,27087801,False
AAPM Rep,27546949,27546949,27546949,False
Mitochondrial DNA A DNA Mapp Seq Anal,38913411,38913411,32516069,False
Transl J Am Coll Sports Med,38107165,38107165,29082322,False
Comput Geotech,27087731,27087731,27087731,False
Cretac Res,38799703,38799703,32834293,False
Differ Geom Appl,27087744,27087744,27087744,False
Distrib Comput,38370529,38370529,31258231,False
Am J Ophthalmol Case Rep,38884112,38884112,38318443,False
Pract Innov (Wash D C),38586162,38586162,30906873,False
ChemElectroChem,38529335,38529335,31008014,False
Eng Geol,27594709,27594709,27594709,False
Eur J Comb,32341615,32341615,27087722,False
Gondwana Res,36339681,36339681,35153532,False
Granul Matter,38659625,38659625,38659625,False
Intermetallics (Barking),31579354,31579354,27087753,False
World J Rheumatol,27489782,27489782,27489782,False
Int Bus Rev,37235071,37235071,36185728,False
bioRxiv,38916175,38916175,38915727,False
Vet Sci,38787198,38787198,38668415,False
Antiinfect Agents,35782673,35782673,27088075,False
Vet Parasitol Reg Stud Reports,38880581,38880581,38644044,False
J Viruses,27123468,27123468,27123468,False
Int J Min Sci Technol,34552806,34552806,31911844,False
Proc Fourth Workshop Data Anal Scale Danac 2015 (2015),27314106,27314106,27314106,False
Action Res (Lond),34539247,34539247,34539247,False
J Diagn Imaging Ther,27182449,27182449,27182449,False
mSystems,N/A,N/A,N/A,True
ASHRAE J,34795453,34795453,34795453,False
Tree Ring Res,27158247,27158247,27158247,False
Clin Nurs Stud,27547768,27547768,27766266,False
Sci Lett J,27077134,27077134,27077134,False
JPRAS Open,38911671,38911671,38633374,False
Cogent Psychol,38304300,38304300,33072817,False
J AIDS Immune Res,28459118,28459118,28459118,False
J Schizophr Res,27099869,27099869,27099869,False
Wash J Environ Law Policy,27547492,27547492,27547492,False
Res Sociol Educ,28824338,28824338,28824338,False
Turk J Anaesthesiol Reanim,38700118,38700118,37140573,False
Austin J Drug Abuse Addict,28133635,28133635,27512730,False
Int Online J Educ Teach,27213100,27213100,27213100,False
Lang Linguist (Taipei),27559305,27559305,27559305,False
J Stem Cell Res Transplant,27123495,27123495,27123495,False
IEEE Robot Autom Lett,38912312,38912312,35005225,False
Gene Rep,38351912,38351912,33615042,False
Lit Numer Stud,27127416,27127416,27127416,False
J Health Environ Educ,27110482,27110482,27110482,False
Int J Ment Health Psychiatry,27158680,27158680,27158680,False
Spinal Cord Ser Cases,38909041,38909041,38438370,False
ACM Trans Interact Intell Syst,29515937,29515937,28966875,False
Biomark J,32352084,32352084,37975022,False
PeerJ Prepr,32704456,32704456,32704456,False
Field Exch,27152365,27152365,27152365,False
J Hepatocell Carcinoma,38911293,38911293,38463542,False
Rheumatol Ther,38916823,38916823,38662148,False
Curr Res Transl Med,38861904,38861904,35724504,False
Nanomater Environ,27570767,27570767,27570767,False
Linguist Var,31897370,31897370,31897370,False
Precis Eng,36875917,36875917,28133398,False
ESC Heart Fail,38898588,38898588,38773858,False
Health After 50 Sci Am Consum Health,27451477,27451477,27451476,False
J ISAKOS,N/A,N/A,N/A,True
BMJ Open Sport Exerc Med,N/A,N/A,N/A,True
Afr J Pharm Pharmacol,27158431,27158431,27158431,False
Ethics Med Public Health,38620107,38620107,35702714,False
Clin Image Based Proced,28149960,28149960,29938713,False
Electron J Probab,31423074,31423074,31396009,False
Int J Mach Learn Comput,30344962,30344962,30344962,False
Biosafety (Los Angel),27213119,27213119,27213119,False
Cult Soc Hist,36425223,36425223,30581372,False
DISP,35607439,35607439,35607439,False
Visc Med,38873630,38873630,34934767,False
Comput Assist Surg (Abingdon),38860617,38860617,30661421,False
Hum Perform,27746587,27746587,27226698,False
J Macromol Sci Phys,27134310,27134310,27134310,False
Vis Anthropol,27152063,27152063,27152063,False
J Hum Transcr,27335896,27335896,27335896,False
Acta Biomater Odontol Scand,30911589,30911589,28642926,False
Mater Res Lett,32477832,32477832,32477832,False
Int J Press Polit,35531266,35531266,35531266,False
Br J Polit Int Relat,38602976,38602976,30369831,False
J Math Econ,36785566,36785566,33568880,False
J Approx Theory,38854405,38854405,28298658,False
J Commonw Lit,27182083,27182083,27182083,False
Policy Internet,35757292,35757292,35573035,False
J Prod Innov Manage,34149155,34149155,34149155,False
Living Rev Sol Phys,34722865,34722865,27194963,False
Hand Surg Rehabil,38914233,38914233,38296189,False
Int J MCH AIDS,38840934,38840934,33014626,False
Front Environ Sci,38845698,38845698,33855031,False
Int J Retina Vitreous,38915097,38915097,38475930,False
Nanofabrication,27617264,27617264,27617264,False
Educ 3 13,38107235,38107235,38107235,False
Photographies,27152120,27152120,27152120,False
J Urban,37461748,37461748,27668012,False
Appl Spectrosc Rev,31749516,31749516,31749516,False
Ultrasound Int Open,38812890,38812890,30886943,False
Med Mycol Open Access,27441304,27441304,27441304,False
Surf Topogr,38873101,38873101,38873101,False
Int J Sens Netw Data Commun,27182451,27182451,27182451,False
J Poverty Alleviation Int Dev,27668188,27668188,27668188,False
Afr Stat J,28008385,28008385,28008385,False
Afr Archaeol Rev,37362101,37362101,32025077,False
J World Prehist,29962659,29962659,27453633,False
Austin J Cancer Clin Res,27642639,27642639,27642639,False
Int Conf Comput Netw Commun,33732746,33732746,33732746,False
JBSP,35813180,35813180,35813180,False
J Med Biochem,38699703,38699703,38084251,False
Dlib Mag,27942200,27942200,27942200,False
Rethink Hist,28331427,28331427,28331427,False
Tanzan Econ Rev,28124032,28124032,28124032,False
J Vis Art Pract,27630533,27630533,27630533,False
Int J Respir Pulm Med,30627668,30627668,27158665,False
Curr Opin Food Sci,35784376,35784376,35784376,False
Int J Stud Scholarsh Phys Ther,27668296,27668296,27668296,False
NPG Asia Mater,29167703,29167703,29657602,False
SM Radiol J,27158682,27158682,27158682,False
Psychol Sex Rev,27642514,27642514,27642514,False
Verh Zool Bot Ges Osterr,28904424,28904424,28904424,False
Biotechnology (Faisalabad),33281888,33281888,33281888,False
Clin Simul Nurs,38053582,38053582,38053582,False
Proc Zool Soc,34975208,34975208,34975208,False
Comput Sch,27840555,27840555,27840555,False
SAE Int J Transp Saf,27648455,27648455,27648455,False
Diabetol Int,38524941,38524941,38264230,False
Ethics Law Aging Rev,27330455,27330455,27330455,False
Body Mov Dance Psychother,27668007,27668007,27668007,False
Acta Medica Transilvanica,27774039,27774039,27774039,False
J Sport Soc Issues,38560404,38560404,28781402,False
J Nephropharmacol,28197526,28197526,28197519,False
J Berry Res,30636993,30636993,27594930,False
Nurs Open,38899516,38899516,38369669,False
Temas Agenda Publica,27840553,27840553,27840553,False
Oral Health Case Rep,27376154,27376154,27376154,False
Int J Implant Dent,38874661,38874661,38551730,False
J HIV AIDS,34307877,34307877,30733998,False
N Y State Psychol,27594717,27594717,27594717,False
Int J Lib Arts Soc Sci,27668243,27668243,27668243,False
IEEE Signal Process Med Biol Symp,32490169,32490169,32490169,False
HIV/AIDS Res Treat,31263770,31263770,31098393,False
HSOA J Addict Neuropharmacol,27227166,27227166,27227166,False
Case Rep Womens Health,38911044,38911044,37781450,False
HSOA J Cell Biol Cell Metabol,27833938,27833938,27833938,False
Int J Pediatr Child Health,28018912,28018912,28018912,False
Womens Midlife Health,37986010,37986010,29973982,False
Gulf Caribb Res,34955685,34955685,34955685,False
Insights Cancer Res,27376155,27376155,27376155,False
JSM Cell Dev Biol,27239560,27239560,27239560,False
Aust J Educ,38603369,38603369,27721516,False
Nat Prod Chem Res,27213168,27213168,27213168,False
IEEE Magn Lett,37152070,37152070,37152070,False
J Infect Pulm Dis,28367537,28367537,28367537,False
OAlib,32661500,32661500,32661500,False
Calcium Signal (St Clara),27218121,27218121,27218121,False
Gastroenterol Hepatol (Bartlesville),31544148,31544148,31544148,False
Atoms,37551336,37551336,27274981,False
Aging Soc,27695646,27695646,28580198,False
J Diagn Tech Biomed Anal,27583306,27583306,27583306,False
J Biosens Bioelectron,27280058,27280058,30918744,False
Int J Electrochem Sci,37360860,37360860,37359208,False
Open Chem,27275016,27275016,27275016,False
Perspect Undergrad Res Mentor,27668127,27668127,27668127,False
J Am Soc Cytopathol,38862316,38862316,38789337,False
J Borderl Stud,35321446,35321446,35321446,False
Adv Econ Bus,27358905,27358905,27358905,False
Turk J Emerg Med,38766420,38766420,38024186,False
Compr Child Adolesc Nurs,38809173,38809173,36669153,False
Int Conf Virtual Rehabil,29876370,29876370,29876370,False
J Curr Ophthalmol,38681699,38681699,38250495,False
